traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T001703,Pune,couple,2,0,0,2,balanced,55621,medium,standard,no_restriction,no_preference,balanced,April,6,beach_traveller,55,9,91,79,54,33,55,65,14,71,51,12,train
T001704,Bengaluru,family,4,3,0,7,balanced,118531,medium,premium,no_restriction,vegetarian,fastest,February,5,family_traveller,76,92,85,64,67,61,44,38,75,59,57,78,train
T001705,Chennai,solo,1,0,0,1,easy_going,22766,low,standard,no_restriction,non_vegetarian,fastest,February,5,beach_traveller,57,16,73,71,55,40,76,58,47,78,49,27,train
T001706,Kochi,couple,2,0,0,2,easy_going,24085,low,standard,no_restriction,no_preference,lowest_cost,November,3,wellness_traveller,77,51,81,70,82,19,17,52,43,66,44,57,test
T001707,Kochi,family,4,1,0,5,balanced,58191,low,budget,no_restriction,non_vegetarian,private_transport,February,6,family_traveller,77,92,94,60,47,56,55,78,55,73,58,57,train
T001708,Delhi,family,3,4,0,7,balanced,52124,low,standard,no_restriction,vegetarian,balanced,September,5,family_traveller,80,72,74,48,61,39,49,34,73,58,60,43,train
T001709,Chennai,friends,8,0,0,8,balanced,51606,low,premium,no_restriction,vegetarian,balanced,April,2,culture_traveller,51,77,59,67,59,46,13,33,84,77,43,79,train
T001710,Hyderabad,friends,7,0,0,7,balanced,55641,medium,standard,no_restriction,no_preference,balanced,November,2,adventure_traveller,52,70,92,87,56,77,61,43,58,78,55,16,train
T001711,Pune,seniors,0,0,3,3,balanced,104643,high,standard,no_restriction,vegetarian,private_transport,August,8,senior_traveller,91,80,78,70,55,4,5,64,81,67,52,54,validation
T001712,Nagpur,solo,1,0,0,1,packed,11188,medium,budget,no_restriction,no_preference,private_transport,January,2,beach_traveller,63,16,69,94,61,77,65,73,35,76,50,14,train
T001713,Chennai,friends,4,0,0,4,packed,69956,high,premium,no_restriction,no_preference,lowest_cost,October,3,food_traveller,91,85,45,66,57,20,57,81,46,38,0,60,train
T001714,Bengaluru,solo,1,0,0,1,packed,17730,low,standard,no_restriction,no_preference,balanced,October,3,beach_traveller,68,17,83,88,55,64,43,37,13,88,48,28,train
T001715,Chennai,couple,2,0,0,2,balanced,12999,medium,budget,no_restriction,jain,fastest,August,2,balanced_traveller,70,74,73,72,49,77,54,38,51,60,49,58,train
T001716,Mumbai,couple,2,0,0,2,easy_going,24880,medium,luxury,no_restriction,no_preference,lowest_cost,October,1,senior_traveller,69,86,68,54,47,8,21,57,63,43,46,70,validation
T001717,Mumbai,solo,1,0,0,1,balanced,18068,low,standard,no_restriction,no_preference,lowest_cost,November,5,food_traveller,88,77,50,54,64,19,50,79,71,69,24,58,train
T001718,Hyderabad,friends,7,0,0,7,packed,105717,high,standard,no_restriction,no_preference,private_transport,February,5,wellness_traveller,92,80,82,54,88,8,7,52,56,32,69,59,train
T001719,Hyderabad,family,4,3,0,7,easy_going,29280,medium,standard,no_restriction,no_preference,balanced,March,1,family_traveller,41,45,94,75,59,21,90,19,94,94,97,28,train
T001720,Jaipur,family,4,3,0,7,packed,43902,low,standard,no_restriction,no_preference,lowest_cost,March,3,culture_traveller,36,84,60,41,63,24,19,27,89,83,61,54,validation
T001721,Jaipur,family,4,4,0,8,easy_going,89714,medium,premium,reduced_walking,non_vegetarian,balanced,December,4,family_traveller,74,96,88,50,44,61,71,60,45,39,52,60,validation
T001722,Nagpur,family,4,2,0,6,packed,46873,medium,standard,no_restriction,no_preference,balanced,February,2,family_traveller,74,80,91,46,35,45,52,79,61,47,55,75,train
T001723,Ahmedabad,family,5,1,0,6,balanced,31424,low,standard,no_restriction,vegetarian,public_transport,November,2,culture_traveller,49,80,62,49,40,7,41,63,74,92,54,100,train
T001724,Pune,family,3,2,0,5,balanced,87673,medium,standard,no_restriction,no_preference,fastest,December,5,senior_traveller,74,90,65,65,47,36,1,49,62,64,49,53,validation
T001725,Ahmedabad,family,4,1,0,5,easy_going,81571,high,standard,no_restriction,non_vegetarian,balanced,February,3,nightlife_traveller,80,60,55,35,77,64,82,82,41,48,45,31,train
T001726,Indore,solo,1,0,0,1,packed,16680,medium,budget,no_restriction,non_vegetarian,lowest_cost,February,3,senior_traveller,83,91,87,53,57,41,29,58,70,50,60,79,validation
T001727,Jaipur,family,5,3,0,8,packed,42486,medium,budget,no_restriction,no_preference,fastest,January,1,adventure_traveller,65,62,80,86,49,87,46,26,62,79,64,40,validation
T001728,Indore,family,5,3,0,8,easy_going,59836,medium,budget,no_restriction,non_vegetarian,balanced,January,4,family_traveller,90,87,79,45,43,72,62,59,62,33,53,53,validation
T001729,Hyderabad,friends,6,0,0,6,easy_going,63415,low,standard,no_restriction,vegetarian,lowest_cost,January,7,nightlife_traveller,79,81,54,62,55,59,86,89,9,58,59,0,validation
T001730,Ahmedabad,friends,7,0,0,7,easy_going,83035,high,standard,no_restriction,vegan,fastest,July,2,food_traveller,67,73,78,57,74,20,51,99,52,54,25,53,train
T001731,Mumbai,family,3,4,0,7,balanced,123959,medium,budget,no_restriction,vegetarian,balanced,January,9,nightlife_traveller,86,58,71,55,47,70,79,75,31,74,59,6,train
T001732,Hyderabad,friends,5,0,0,5,easy_going,48377,high,budget,no_restriction,no_preference,fastest,October,3,adventure_traveller,64,73,84,76,60,70,45,16,57,72,59,26,train
T001733,Bengaluru,solo,1,0,0,1,packed,25147,medium,premium,no_restriction,vegan,lowest_cost,October,2,culture_traveller,58,78,61,33,52,27,29,56,64,87,76,75,train
T001734,Jaipur,friends,8,0,0,8,easy_going,33368,low,standard,no_restriction,no_preference,private_transport,February,1,beach_traveller,43,10,81,81,63,53,77,71,13,83,71,11,train
T001735,Delhi,seniors,0,0,2,2,packed,32870,low,standard,no_restriction,no_preference,private_transport,December,5,family_traveller,83,74,94,50,69,51,62,55,56,61,68,55,train
T001736,Ahmedabad,family,3,3,0,6,balanced,76981,medium,luxury,no_restriction,no_preference,balanced,October,2,senior_traveller,89,81,67,48,65,36,0,57,39,58,55,85,train
T001737,Ahmedabad,couple,2,0,0,2,balanced,26372,medium,standard,no_restriction,vegetarian,balanced,December,3,culture_traveller,58,85,54,47,62,30,13,45,78,80,70,87,test
T001738,Nagpur,friends,5,0,0,5,packed,115452,medium,standard,no_restriction,vegetarian,lowest_cost,April,7,beach_traveller,64,32,72,78,61,56,42,66,34,79,66,46,validation
T001739,Bengaluru,solo,1,0,0,1,easy_going,17839,medium,standard,no_restriction,no_preference,lowest_cost,March,3,family_traveller,82,85,75,55,53,66,53,36,51,45,41,71,validation
T001740,Delhi,couple,2,0,0,2,balanced,11204,medium,standard,no_restriction,non_vegetarian,balanced,November,1,nightlife_traveller,65,60,42,73,66,66,75,84,24,28,58,27,test
T001741,Mumbai,seniors,0,0,4,4,packed,57605,medium,luxury,no_restriction,non_vegetarian,public_transport,June,2,senior_traveller,79,82,87,52,57,31,20,34,57,57,67,52,train
T001742,Hyderabad,solo,1,0,0,1,easy_going,5737,low,budget,no_restriction,vegetarian,balanced,June,2,family_traveller,85,72,73,62,81,53,60,49,59,49,53,86,train
T001743,Pune,friends,4,0,0,4,packed,208261,high,luxury,no_restriction,no_preference,balanced,January,7,wellness_traveller,92,47,74,57,85,20,24,76,54,66,63,58,train
T001744,Chennai,couple,2,0,0,2,balanced,57335,medium,luxury,no_restriction,vegan,lowest_cost,January,2,food_traveller,84,81,52,52,85,0,42,91,70,45,0,72,validation
T001745,Kochi,friends,7,0,0,7,balanced,45814,medium,standard,no_restriction,non_vegetarian,lowest_cost,March,2,adventure_traveller,65,69,96,66,19,87,49,1,58,78,41,18,validation
T001746,Pune,family,2,4,0,6,balanced,61926,high,standard,no_restriction,vegetarian,balanced,January,1,senior_traveller,93,95,73,51,60,64,15,29,10,37,74,88,train
T001747,Ahmedabad,family,2,4,0,6,balanced,123557,medium,premium,no_restriction,no_preference,lowest_cost,December,5,adventure_traveller,1,97,74,69,84,60,66,79,12,18,55,9,validation
T001748,Hyderabad,friends,3,0,0,3,easy_going,58117,medium,premium,no_restriction,no_preference,private_transport,November,4,adventure_traveller,41,70,73,66,72,68,52,5,48,99,55,24,test
T001749,Hyderabad,couple,2,0,0,2,packed,27901,medium,premium,no_restriction,vegan,lowest_cost,February,2,balanced_traveller,55,54,56,49,65,56,80,51,55,51,79,39,train
T001750,Pune,family,2,2,0,4,balanced,27018,low,budget,no_restriction,no_preference,balanced,July,3,family_traveller,81,82,83,54,46,54,78,56,64,44,53,44,train
T001751,Bengaluru,friends,4,0,0,4,easy_going,45226,medium,premium,no_restriction,no_preference,lowest_cost,November,3,family_traveller,66,77,76,56,85,45,61,59,63,54,74,65,train
T001752,Kolkata,couple,2,0,0,2,balanced,21950,low,standard,no_restriction,no_preference,balanced,June,3,culture_traveller,53,80,47,51,61,40,18,47,89,65,69,70,train
T001753,Nagpur,solo,1,0,0,1,balanced,41698,medium,standard,no_restriction,non_vegetarian,public_transport,March,6,nightlife_traveller,83,52,72,66,41,53,86,74,5,51,61,33,train
T001754,Kochi,solo,1,0,0,1,easy_going,18451,medium,premium,no_restriction,no_preference,private_transport,October,2,adventure_traveller,39,60,79,75,64,81,54,29,79,84,35,0,validation
T001755,Kolkata,seniors,2,0,2,4,balanced,22085,medium,standard,no_restriction,no_preference,lowest_cost,June,1,family_traveller,93,82,83,72,79,56,50,51,62,54,36,70,train
T001756,Jaipur,seniors,0,0,2,2,balanced,34439,high,standard,no_restriction,no_preference,balanced,October,3,senior_traveller,85,81,70,41,58,22,20,51,66,61,61,61,train
T001757,Ahmedabad,family,2,2,0,4,easy_going,50893,high,premium,no_restriction,no_preference,balanced,October,2,senior_traveller,77,85,86,56,58,30,27,61,57,52,62,58,train
T001758,Jaipur,couple,2,0,0,2,balanced,24592,medium,premium,no_restriction,no_preference,private_transport,December,2,food_traveller,33,71,52,41,47,31,12,59,81,78,23,43,validation
T001759,Hyderabad,friends,3,0,0,3,packed,56763,high,premium,no_restriction,non_vegetarian,private_transport,January,3,food_traveller,84,80,67,75,50,28,70,77,75,70,3,76,train
T001760,Nagpur,friends,6,0,0,6,packed,52002,low,premium,no_restriction,non_vegetarian,public_transport,October,3,culture_traveller,49,81,43,36,68,6,2,75,88,90,63,92,train
T001761,Nagpur,solo,1,0,0,1,easy_going,41997,high,premium,no_restriction,vegan,balanced,February,2,wellness_traveller,89,46,79,58,87,12,36,51,62,54,65,81,validation
T001762,Bengaluru,friends,7,0,0,7,balanced,24978,low,standard,no_restriction,no_preference,public_transport,March,1,culture_traveller,38,87,72,58,67,25,9,69,89,74,66,80,train
T001763,Hyderabad,couple,2,0,0,2,balanced,109216,high,standard,no_restriction,no_preference,public_transport,October,8,family_traveller,93,78,78,34,54,45,53,59,43,47,37,50,train
T001764,Nagpur,friends,4,0,0,4,easy_going,79823,high,premium,no_restriction,no_preference,fastest,April,3,culture_traveller,54,87,68,57,54,0,40,49,82,100,42,82,train
T001765,Nagpur,family,2,4,0,6,balanced,54369,low,luxury,no_restriction,vegetarian,private_transport,December,2,family_traveller,84,69,84,56,63,73,52,53,68,49,58,33,train
T001766,Nagpur,solo,1,0,0,1,balanced,30818,low,luxury,no_restriction,vegan,fastest,June,2,adventure_traveller,62,37,75,79,58,96,65,5,100,81,36,6,test
T001767,Bengaluru,family,4,4,0,8,balanced,99211,high,standard,no_restriction,no_preference,balanced,December,3,wellness_traveller,79,63,75,71,89,45,9,45,63,53,68,72,train
T001768,Bengaluru,solo,1,0,0,1,easy_going,16040,medium,standard,no_restriction,vegetarian,balanced,February,3,nightlife_traveller,73,53,49,29,70,39,69,89,15,53,53,33,test
T001769,Indore,friends,4,0,0,4,easy_going,118912,high,premium,no_restriction,vegetarian,lowest_cost,June,5,food_traveller,84,79,63,62,43,13,51,79,60,59,10,73,validation
T001770,Ahmedabad,family,5,4,0,9,balanced,121468,medium,luxury,no_restriction,no_preference,balanced,November,3,senior_traveller,94,84,78,74,62,22,33,60,86,57,70,62,validation
T001771,Indore,friends,3,0,0,3,balanced,17818,low,budget,no_restriction,no_preference,public_transport,January,4,adventure_traveller,71,39,84,74,66,84,63,10,44,76,60,16,train
T001772,Kolkata,couple,2,0,0,2,balanced,28222,medium,budget,no_restriction,non_vegetarian,private_transport,December,4,adventure_traveller,59,65,89,72,57,99,76,18,65,79,61,14,train
T001773,Chennai,friends,4,0,0,4,balanced,25783,low,luxury,no_restriction,vegan,fastest,October,1,culture_traveller,80,81,56,67,46,34,19,40,77,73,57,75,validation
T001774,Pune,couple,2,0,0,2,balanced,31387,high,standard,no_restriction,vegan,lowest_cost,November,3,adventure_traveller,53,74,84,70,64,78,70,27,71,90,68,34,train
T001775,Pune,friends,6,0,0,6,balanced,40595,low,standard,no_restriction,vegetarian,balanced,November,4,adventure_traveller,53,51,84,79,53,93,57,14,45,83,50,15,train
T001776,Bengaluru,seniors,1,0,3,4,balanced,21154,medium,budget,no_restriction,no_preference,balanced,January,2,senior_traveller,78,87,77,50,48,23,28,42,50,34,28,62,test
T001777,Indore,couple,2,0,0,2,balanced,28361,low,standard,no_restriction,jain,balanced,March,5,family_traveller,77,85,69,18,61,59,75,65,60,53,47,53,train
T001778,Chennai,couple,2,0,0,2,easy_going,32514,medium,premium,no_restriction,non_vegetarian,fastest,March,2,adventure_traveller,46,53,90,88,63,89,52,4,55,81,65,26,train
T001779,Chennai,solo,1,0,0,1,balanced,5000,low,budget,no_restriction,no_preference,balanced,November,1,family_traveller,77,70,91,81,84,95,84,79,19,75,63,96,train
T001780,Hyderabad,friends,4,0,0,4,easy_going,102284,low,luxury,no_restriction,vegetarian,balanced,November,6,beach_traveller,56,27,95,85,45,64,73,43,6,70,50,24,validation
T001781,Mumbai,solo,1,0,0,1,easy_going,10573,medium,standard,no_restriction,vegetarian,fastest,January,1,food_traveller,72,88,74,56,60,31,55,83,54,50,26,63,train
T001782,Mumbai,solo,1,0,0,1,packed,38798,medium,premium,no_restriction,no_preference,lowest_cost,October,4,senior_traveller,89,66,93,54,77,12,18,58,45,37,28,92,train
T001783,Hyderabad,friends,8,0,0,8,packed,55505,high,premium,no_restriction,vegetarian,fastest,December,1,balanced_traveller,46,47,43,75,52,29,60,47,56,53,74,52,train
T001784,Jaipur,friends,7,0,0,7,balanced,38230,low,premium,no_restriction,no_preference,balanced,March,2,nightlife_traveller,93,83,49,77,50,45,80,88,18,65,59,37,test
T001785,Chennai,couple,2,0,0,2,balanced,48926,medium,premium,no_restriction,no_preference,fastest,February,5,adventure_traveller,52,42,83,85,73,72,61,38,44,72,39,28,train
T001786,Chennai,family,4,4,0,8,packed,184987,high,standard,no_restriction,no_preference,fastest,November,6,food_traveller,79,100,58,46,37,36,54,88,84,65,24,71,test
T001787,Pune,friends,8,0,0,8,packed,72063,high,standard,no_restriction,no_preference,balanced,January,1,culture_traveller,50,80,30,55,41,26,24,57,92,83,59,84,train
T001788,Pune,solo,1,0,0,1,packed,10466,low,budget,no_restriction,no_preference,fastest,February,3,wellness_traveller,60,45,93,45,79,23,23,50,63,74,44,51,train
T001789,Hyderabad,seniors,1,0,1,2,packed,42764,high,standard,reduced_walking,vegan,balanced,February,3,senior_traveller,93,92,88,46,58,14,46,61,54,78,52,63,train
T001790,Kolkata,seniors,1,0,3,4,packed,29059,low,budget,no_restriction,vegetarian,public_transport,November,3,balanced_traveller,18,47,59,60,65,75,64,31,59,71,58,59,test
T001791,Chennai,family,3,4,1,8,balanced,58150,low,standard,no_restriction,non_vegetarian,balanced,September,3,family_traveller,86,75,88,49,65,60,54,50,58,57,44,64,train
T001792,Kochi,friends,5,0,0,5,balanced,56239,medium,standard,no_restriction,vegetarian,fastest,January,3,senior_traveller,83,72,75,48,49,13,4,82,75,60,56,78,train
T001793,Chennai,family,2,1,0,3,packed,35823,high,budget,no_restriction,no_preference,balanced,June,3,balanced_traveller,63,53,60,76,49,63,68,52,77,81,70,70,train
T001794,Mumbai,friends,4,0,0,4,packed,17224,low,budget,no_restriction,vegetarian,balanced,June,1,balanced_traveller,61,54,85,59,69,60,72,53,44,66,60,66,test
T001795,Ahmedabad,solo,1,0,0,1,balanced,12849,low,premium,no_restriction,non_vegetarian,balanced,March,2,senior_traveller,75,88,94,67,29,23,18,32,41,66,59,57,train
T001796,Delhi,friends,7,0,0,7,easy_going,75303,medium,premium,no_restriction,vegetarian,lowest_cost,March,2,food_traveller,82,65,50,59,67,18,49,76,51,64,24,56,train
T001797,Kochi,couple,2,0,0,2,easy_going,22919,medium,budget,no_restriction,vegetarian,fastest,February,3,family_traveller,86,85,75,40,70,62,49,71,58,60,44,38,test
T001798,Kolkata,family,2,2,0,4,balanced,30216,low,standard,no_restriction,no_preference,balanced,October,3,family_traveller,71,88,79,65,61,60,45,57,60,83,52,65,train
T001799,Chennai,seniors,0,0,1,1,packed,12058,medium,budget,no_restriction,no_preference,lowest_cost,April,2,senior_traveller,32,69,31,39,93,34,53,93,50,17,14,89,test
T001800,Bengaluru,friends,8,0,0,8,balanced,41771,low,standard,no_restriction,no_preference,fastest,November,2,nightlife_traveller,79,67,61,68,61,66,98,71,51,68,88,7,test
T001801,Hyderabad,solo,1,0,0,1,balanced,17544,low,budget,no_restriction,vegetarian,fastest,May,6,balanced_traveller,45,56,43,56,67,49,45,66,67,62,51,49,test
T001802,Kochi,solo,1,0,0,1,packed,23430,high,standard,no_restriction,non_vegetarian,lowest_cost,April,2,nightlife_traveller,89,56,58,53,56,48,81,80,14,66,40,24,train
T001803,Nagpur,family,4,1,0,5,balanced,36394,low,budget,no_restriction,vegetarian,fastest,November,3,wellness_traveller,79,54,83,61,83,24,17,61,49,44,79,61,train
T001804,Ahmedabad,couple,2,0,0,2,balanced,32901,medium,standard,no_restriction,vegetarian,private_transport,January,3,food_traveller,89,93,62,38,53,19,57,92,70,55,51,52,train
T001805,Bengaluru,couple,2,0,0,2,packed,19230,medium,budget,no_restriction,no_preference,public_transport,March,2,adventure_traveller,71,32,80,92,56,87,74,29,53,86,36,26,train
T001806,Delhi,solo,1,0,0,1,balanced,22708,medium,premium,no_restriction,vegetarian,lowest_cost,December,2,food_traveller,75,77,58,46,54,5,64,95,83,44,8,56,test
T001807,Kolkata,couple,2,0,0,2,easy_going,48289,medium,budget,no_restriction,no_preference,balanced,January,7,adventure_traveller,47,61,88,84,47,75,65,35,57,72,58,41,train
T001808,Indore,friends,5,0,0,5,balanced,122153,high,budget,no_restriction,no_preference,public_transport,December,6,nightlife_traveller,69,62,24,74,72,54,64,81,35,63,80,17,train
T001809,Jaipur,solo,1,0,0,1,balanced,8964,low,budget,no_restriction,no_preference,balanced,November,3,adventure_traveller,52,67,94,80,74,84,65,4,49,77,74,16,train
T001810,Kochi,family,5,3,0,8,easy_going,46759,medium,standard,no_restriction,no_preference,private_transport,June,2,family_traveller,84,87,84,58,49,61,30,60,32,60,45,72,train
T001811,Jaipur,family,5,3,0,8,easy_going,45411,low,standard,no_restriction,no_preference,private_transport,March,2,family_traveller,80,85,82,61,59,54,65,24,52,50,58,49,train
T001812,Kolkata,friends,8,0,0,8,balanced,40055,low,premium,no_restriction,jain,public_transport,November,2,adventure_traveller,68,61,70,80,65,80,60,14,52,76,64,28,train
T001813,Pune,friends,4,0,0,4,easy_going,197877,high,luxury,no_restriction,no_preference,fastest,January,4,food_traveller,86,64,48,56,62,23,56,93,81,57,18,55,train
T001814,Mumbai,family,2,3,0,5,balanced,46105,medium,standard,no_restriction,non_vegetarian,lowest_cost,November,2,culture_traveller,66,90,48,43,46,22,4,72,78,84,48,86,train
T001815,Bengaluru,seniors,0,0,3,3,balanced,14589,low,budget,no_restriction,vegetarian,lowest_cost,November,2,senior_traveller,81,78,82,57,58,22,27,41,63,38,23,80,test
T001816,Jaipur,family,2,2,0,4,balanced,24730,low,premium,no_restriction,vegetarian,fastest,May,2,balanced_traveller,22,72,3,28,84,68,64,61,50,76,86,79,train
T001817,Kochi,solo,1,0,0,1,packed,13526,medium,budget,no_restriction,jain,balanced,January,4,beach_traveller,46,60,70,86,47,78,50,53,0,98,49,26,train
T001818,Ahmedabad,solo,1,0,0,1,balanced,122352,high,luxury,no_restriction,no_preference,fastest,December,5,family_traveller,81,78,68,72,55,53,43,51,46,42,58,51,train
T001819,Kolkata,friends,7,0,0,7,easy_going,210032,high,premium,no_restriction,no_preference,balanced,January,5,beach_traveller,69,16,89,76,51,58,67,50,29,83,61,8,train
T001820,Chennai,couple,2,0,0,2,balanced,44008,medium,standard,no_restriction,no_preference,lowest_cost,April,7,family_traveller,80,86,78,48,66,69,41,70,45,29,57,63,train
T001821,Chennai,family,4,2,0,6,packed,40245,medium,standard,no_restriction,vegetarian,balanced,May,2,family_traveller,81,76,89,51,51,83,66,69,50,43,69,74,train
T001822,Nagpur,couple,2,0,0,2,easy_going,69176,medium,premium,no_restriction,non_vegetarian,private_transport,December,5,nightlife_traveller,79,53,57,60,73,48,80,75,0,68,77,29,test
T001823,Kochi,friends,5,0,0,5,easy_going,51716,medium,budget,no_restriction,no_preference,lowest_cost,December,3,culture_traveller,65,91,67,29,55,25,0,53,81,72,45,92,train
T001824,Nagpur,friends,6,0,0,6,balanced,32514,low,standard,no_restriction,no_preference,public_transport,March,2,culture_traveller,43,85,45,42,44,22,28,66,83,86,56,85,train
T001825,Pune,couple,2,0,0,2,easy_going,24084,low,premium,no_restriction,non_vegetarian,balanced,March,3,beach_traveller,64,28,72,67,68,30,50,47,7,78,44,4,train
T001826,Kochi,friends,5,0,0,5,balanced,28781,low,standard,reduced_walking,no_preference,public_transport,December,3,adventure_traveller,43,54,85,75,59,74,42,28,71,72,68,19,train
T001827,Ahmedabad,friends,4,0,0,4,balanced,34538,medium,budget,no_restriction,non_vegetarian,balanced,December,2,adventure_traveller,3,57,70,38,28,80,86,38,74,86,38,16,test
T001828,Jaipur,seniors,0,0,1,1,easy_going,15375,medium,standard,no_restriction,vegetarian,fastest,February,3,balanced_traveller,56,44,59,98,54,76,25,53,68,57,49,56,train
T001829,Jaipur,solo,1,0,0,1,balanced,43357,medium,standard,no_restriction,vegan,lowest_cost,October,6,wellness_traveller,83,45,77,65,85,13,24,56,45,54,62,60,test
T001830,Kolkata,family,3,2,0,5,packed,57951,medium,budget,no_restriction,no_preference,balanced,November,4,family_traveller,86,81,51,47,59,69,60,69,46,65,65,37,train
T001831,Hyderabad,family,4,4,1,9,easy_going,142564,high,budget,no_restriction,no_preference,balanced,January,4,family_traveller,67,66,79,72,48,49,45,41,46,60,51,50,train
T001832,Bengaluru,couple,2,0,0,2,balanced,16624,medium,standard,no_restriction,no_preference,balanced,February,2,beach_traveller,57,21,86,77,45,57,37,61,27,69,58,17,train
T001833,Delhi,family,5,4,0,9,easy_going,58871,medium,premium,no_restriction,vegetarian,lowest_cost,December,1,culture_traveller,65,88,61,43,55,23,6,47,80,91,59,77,train
T001834,Indore,couple,2,0,0,2,balanced,21124,medium,standard,no_restriction,no_preference,fastest,January,3,beach_traveller,60,13,74,78,59,67,60,62,15,88,54,43,validation
T001835,Delhi,seniors,2,0,2,4,easy_going,69243,high,standard,no_restriction,no_preference,fastest,November,4,senior_traveller,74,93,70,49,50,21,12,74,40,100,44,92,train
T001836,Delhi,family,2,4,0,6,balanced,24087,low,budget,no_restriction,vegan,balanced,November,2,nightlife_traveller,80,68,71,72,62,46,89,80,26,49,49,10,train
T001837,Jaipur,couple,2,0,0,2,easy_going,13675,medium,budget,no_restriction,non_vegetarian,fastest,August,2,wellness_traveller,71,46,76,84,89,15,44,49,52,51,69,56,train
T001838,Mumbai,solo,1,0,0,1,packed,26711,low,standard,no_restriction,vegetarian,private_transport,February,5,nightlife_traveller,88,33,56,63,64,53,68,90,14,53,83,21,train
T001839,Kochi,couple,2,0,0,2,packed,16062,medium,standard,no_restriction,no_preference,public_transport,February,2,culture_traveller,86,94,47,18,69,29,96,31,57,4,98,57,train
T001840,Jaipur,friends,8,0,0,8,packed,51367,low,standard,no_restriction,jain,balanced,February,3,wellness_traveller,89,45,75,66,70,38,21,50,57,73,31,69,train
T001841,Delhi,friends,7,0,0,7,balanced,81068,medium,budget,no_restriction,no_preference,balanced,December,4,family_traveller,78,73,69,71,61,58,46,56,43,56,61,50,train
T001842,Bengaluru,couple,2,0,0,2,balanced,48263,medium,premium,no_restriction,no_preference,fastest,October,5,senior_traveller,89,80,76,68,68,36,25,37,58,57,71,69,validation
T001843,Hyderabad,couple,2,0,0,2,packed,15555,medium,budget,no_restriction,non_vegetarian,fastest,April,2,wellness_traveller,89,52,81,77,70,28,26,53,56,62,53,49,train
T001844,Nagpur,couple,2,0,0,2,balanced,14812,low,standard,no_restriction,vegetarian,private_transport,October,2,adventure_traveller,14,88,97,82,30,17,50,9,91,76,97,85,train
T001845,Delhi,solo,1,0,0,1,balanced,15991,medium,standard,no_restriction,vegetarian,private_transport,January,2,adventure_traveller,56,56,71,66,60,79,54,29,33,82,64,17,train
T001846,Mumbai,solo,1,0,0,1,easy_going,24493,medium,premium,no_restriction,vegetarian,fastest,November,3,adventure_traveller,45,58,73,83,52,78,56,33,50,83,62,4,train
T001847,Kochi,solo,1,0,0,1,balanced,32514,medium,premium,no_restriction,no_preference,balanced,February,4,beach_traveller,64,39,77,83,77,57,60,79,46,73,52,31,train
T001848,Indore,friends,7,0,0,7,balanced,75774,medium,premium,no_restriction,no_preference,balanced,January,3,balanced_traveller,64,50,68,68,35,76,70,59,55,66,63,53,train
T001849,Delhi,couple,2,0,0,2,balanced,49703,medium,premium,no_restriction,no_preference,public_transport,October,3,wellness_traveller,85,58,79,57,80,19,38,42,61,45,80,58,train
T001850,Delhi,solo,1,0,0,1,easy_going,13303,medium,premium,no_restriction,no_preference,fastest,February,1,food_traveller,73,91,49,48,53,9,62,91,31,54,5,67,train
T001851,Bengaluru,solo,1,0,0,1,balanced,7525,low,standard,no_restriction,vegetarian,public_transport,October,2,culture_traveller,62,98,32,80,96,96,74,86,35,58,66,21,validation
T001852,Kolkata,solo,1,0,0,1,balanced,21317,medium,standard,no_restriction,non_vegetarian,lowest_cost,October,3,balanced_traveller,43,59,39,35,69,81,53,78,49,54,77,46,train
T001853,Hyderabad,couple,2,0,0,2,packed,22291,low,standard,no_restriction,vegetarian,public_transport,May,4,nightlife_traveller,89,60,55,67,50,41,81,82,17,71,63,18,test
T001854,Nagpur,family,3,2,0,5,packed,21434,medium,budget,no_restriction,no_preference,lowest_cost,December,1,family_traveller,81,76,78,62,53,63,58,60,61,50,53,67,train
T001855,Indore,family,2,1,0,3,packed,20256,medium,budget,no_restriction,non_vegetarian,lowest_cost,March,1,wellness_traveller,89,58,71,52,88,0,18,60,81,49,55,77,train
T001856,Jaipur,couple,2,0,0,2,balanced,25238,medium,standard,no_restriction,vegetarian,private_transport,November,3,food_traveller,85,83,67,55,60,18,45,94,47,51,8,61,train
T001857,Kolkata,solo,1,0,0,1,balanced,15727,medium,standard,no_restriction,no_preference,private_transport,October,3,senior_traveller,73,79,97,54,52,30,31,64,59,43,47,37,train
T001858,Delhi,seniors,2,0,4,6,balanced,85102,high,standard,no_restriction,vegetarian,lowest_cost,February,2,senior_traveller,84,78,85,70,51,14,28,50,48,62,51,71,test
T001859,Delhi,family,5,2,0,7,balanced,28991,medium,standard,no_restriction,vegetarian,lowest_cost,July,1,balanced_traveller,62,50,46,51,70,70,51,63,56,72,59,54,train
T001860,Mumbai,solo,1,0,0,1,packed,6249,medium,budget,no_restriction,non_vegetarian,balanced,December,1,beach_traveller,40,20,91,76,63,53,61,69,14,93,61,45,train
