poi_id,month,season,seasonal_suitability,morning_modifier,afternoon_modifier,evening_modifier,weather_risk_proxy,season_note,confidence
POI0042,June,monsoon,78,-11,6,-4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0042,July,monsoon,82,-1,-7,-7,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0042,August,monsoon,72,5,0,13,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0042,September,monsoon,82,0,-5,18,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0042,October,post_monsoon,72,-22,-7,5,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0042,November,peak_winter,85,-2,-1,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0042,December,peak_winter,86,0,5,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0043,January,peak_winter,84,-1,0,-8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0043,February,peak_winter,78,3,-3,15,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0043,March,summer_shoulder,60,9,-13,2,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0043,April,summer_shoulder,74,-9,-10,15,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0043,May,summer_shoulder,62,-9,-8,4,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0043,June,monsoon,39,4,-19,-7,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0043,July,monsoon,27,-15,-8,6,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0043,August,monsoon,38,3,-6,2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0043,September,monsoon,37,2,-10,5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0043,October,post_monsoon,75,3,13,11,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0043,November,peak_winter,83,-4,-4,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0043,December,peak_winter,89,-1,-8,15,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0044,January,peak_winter,87,-2,5,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0044,February,peak_winter,94,5,-10,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0044,March,summer_shoulder,68,4,-10,-14,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0044,April,summer_shoulder,64,-8,-5,5,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0044,May,summer_shoulder,69,4,-4,4,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0044,June,monsoon,40,8,-9,3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0044,July,monsoon,31,11,-1,0,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0044,August,monsoon,46,0,0,2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0044,September,monsoon,49,-5,-2,2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0044,October,post_monsoon,69,-3,-10,5,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0044,November,peak_winter,78,-2,1,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0044,December,peak_winter,95,5,4,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0045,January,peak_winter,90,-8,-4,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0045,February,peak_winter,83,-6,0,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0045,March,summer_shoulder,67,6,-8,-1,low,Indicative summer shoulder suitability for museum POIs.,high
POI0045,April,summer_shoulder,67,-8,-1,15,low,Indicative summer shoulder suitability for museum POIs.,high
POI0045,May,summer_shoulder,73,-1,3,-9,low,Indicative summer shoulder suitability for museum POIs.,high
POI0045,June,monsoon,73,15,14,-16,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0045,July,monsoon,63,-5,-7,1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0045,August,monsoon,66,6,-5,-2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0045,September,monsoon,82,4,-14,-8,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0045,October,post_monsoon,85,15,-5,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0045,November,peak_winter,79,4,14,9,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0045,December,peak_winter,86,-12,-11,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0046,January,peak_winter,84,-13,6,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0046,February,peak_winter,80,11,14,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0046,March,summer_shoulder,84,-9,0,1,low,Indicative summer shoulder suitability for fort POIs.,high
POI0046,April,summer_shoulder,85,-8,-7,1,low,Indicative summer shoulder suitability for fort POIs.,high
POI0046,May,summer_shoulder,76,7,-11,18,low,Indicative summer shoulder suitability for fort POIs.,high
POI0046,June,monsoon,76,-10,7,-3,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0046,July,monsoon,70,-3,-7,11,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0046,August,monsoon,72,11,4,1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0046,September,monsoon,72,-6,-12,-4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0046,October,post_monsoon,74,-3,1,-10,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0046,November,peak_winter,86,12,8,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0046,December,peak_winter,90,-11,3,-13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0047,January,peak_winter,94,-1,14,-8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0047,February,peak_winter,96,7,0,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0047,March,summer_shoulder,84,4,0,19,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0047,April,summer_shoulder,72,8,-9,-3,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0047,May,summer_shoulder,75,11,-11,16,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0047,June,monsoon,78,4,-2,2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0047,July,monsoon,77,0,-7,10,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0047,August,monsoon,74,-1,-11,9,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0047,September,monsoon,68,3,-8,-4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0047,October,post_monsoon,70,13,12,12,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0047,November,peak_winter,83,-2,11,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0047,December,peak_winter,91,-5,14,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0048,January,peak_winter,83,-11,4,21,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0048,February,peak_winter,92,0,-2,-4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0048,March,summer_shoulder,86,-6,-5,-4,low,Indicative summer shoulder suitability for market POIs.,high
POI0048,April,summer_shoulder,81,12,4,4,low,Indicative summer shoulder suitability for market POIs.,high
POI0048,May,summer_shoulder,74,12,-7,-3,low,Indicative summer shoulder suitability for market POIs.,high
POI0048,June,monsoon,77,-14,-10,-6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0048,July,monsoon,68,5,-8,7,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0048,August,monsoon,64,-5,-4,20,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0048,September,monsoon,80,3,-17,17,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0048,October,post_monsoon,78,-3,8,4,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0048,November,peak_winter,92,5,-3,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0048,December,peak_winter,94,-6,6,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0049,January,peak_winter,85,-3,0,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0049,February,peak_winter,93,1,0,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0049,March,summer_shoulder,86,1,-9,3,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0049,April,summer_shoulder,67,-8,13,13,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0049,May,summer_shoulder,77,9,-20,-15,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0049,June,monsoon,69,-3,-16,3,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0049,July,monsoon,60,7,-14,8,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0049,August,monsoon,82,0,-2,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0049,September,monsoon,82,0,9,-1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0049,October,post_monsoon,87,5,0,2,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0049,November,peak_winter,88,-2,-21,-19,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0049,December,peak_winter,78,10,9,20,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0050,January,peak_winter,79,-10,-3,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0050,February,peak_winter,83,-8,13,22,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0050,March,summer_shoulder,68,0,-15,17,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0050,April,summer_shoulder,59,0,-7,8,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0050,May,summer_shoulder,55,1,-16,13,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0050,June,monsoon,29,0,4,3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0050,July,monsoon,37,-9,1,-2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0050,August,monsoon,32,-3,-4,5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0050,September,monsoon,32,-1,1,1,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0050,October,post_monsoon,84,-1,1,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0050,November,peak_winter,80,0,7,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0050,December,peak_winter,79,-2,-11,12,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0051,January,peak_winter,79,-6,0,-4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0051,February,peak_winter,91,-8,-11,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0051,March,summer_shoulder,74,-5,-1,-1,low,Indicative summer shoulder suitability for wellness POIs.,high
POI0051,April,summer_shoulder,67,6,-13,5,low,Indicative summer shoulder suitability for wellness POIs.,high
POI0051,May,summer_shoulder,81,18,0,0,low,Indicative summer shoulder suitability for wellness POIs.,high
POI0051,June,monsoon,63,5,12,-8,medium,Indicative monsoon suitability for wellness POIs.,high
POI0051,July,monsoon,58,-1,-8,2,medium,Indicative monsoon suitability for wellness POIs.,high
POI0051,August,monsoon,65,-10,6,-6,medium,Indicative monsoon suitability for wellness POIs.,high
POI0051,September,monsoon,64,8,-5,-2,medium,Indicative monsoon suitability for wellness POIs.,high
POI0051,October,post_monsoon,65,-10,-1,-1,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0051,November,peak_winter,97,-11,6,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0051,December,peak_winter,90,1,11,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0052,January,peak_winter,79,-4,-1,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0052,February,peak_winter,88,-6,-16,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0052,March,summer_shoulder,74,1,4,20,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0052,April,summer_shoulder,64,6,6,11,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0052,May,summer_shoulder,75,14,2,10,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0052,June,monsoon,36,-1,-5,2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0052,July,monsoon,25,-5,-6,-13,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0052,August,monsoon,32,13,-6,8,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0052,September,monsoon,33,2,6,-4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0052,October,post_monsoon,81,19,8,6,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0052,November,peak_winter,85,-9,-2,16,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0052,December,peak_winter,92,-14,4,9,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0053,January,peak_winter,80,-12,12,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0053,February,peak_winter,92,-3,-9,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0053,March,summer_shoulder,68,-8,0,0,low,Indicative summer shoulder suitability for museum POIs.,high
POI0053,April,summer_shoulder,78,-9,-9,7,low,Indicative summer shoulder suitability for museum POIs.,high
POI0053,May,summer_shoulder,75,0,0,13,low,Indicative summer shoulder suitability for museum POIs.,high
POI0053,June,monsoon,60,-2,-13,5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0053,July,monsoon,69,-11,-12,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0053,August,monsoon,62,-1,-11,10,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0053,September,monsoon,69,-12,-7,3,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0053,October,post_monsoon,73,-11,-4,1,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0053,November,peak_winter,85,1,-5,16,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0053,December,peak_winter,88,3,-6,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0054,January,peak_winter,86,9,-4,11,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0054,February,peak_winter,95,0,11,15,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0054,March,summer_shoulder,87,-2,0,3,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0054,April,summer_shoulder,74,13,-4,1,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0054,May,summer_shoulder,86,-9,0,-1,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0054,June,monsoon,76,8,-15,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0054,July,monsoon,64,-17,11,1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0054,August,monsoon,64,1,0,10,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0054,September,monsoon,78,7,0,19,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0054,October,post_monsoon,65,4,15,12,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0054,November,peak_winter,90,20,-4,16,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0054,December,peak_winter,85,0,8,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0055,January,peak_winter,97,-2,12,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0055,February,peak_winter,89,7,-17,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0055,March,summer_shoulder,65,1,2,2,low,Indicative summer shoulder suitability for museum POIs.,high
POI0055,April,summer_shoulder,69,0,4,-13,low,Indicative summer shoulder suitability for museum POIs.,high
POI0055,May,summer_shoulder,80,-2,-12,7,low,Indicative summer shoulder suitability for museum POIs.,high
POI0055,June,monsoon,73,9,3,3,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0055,July,monsoon,72,6,-5,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0055,August,monsoon,80,-5,1,4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0055,September,monsoon,69,-13,1,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0055,October,post_monsoon,85,2,9,-5,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0055,November,peak_winter,82,-1,3,14,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0055,December,peak_winter,93,-10,4,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0056,January,peak_winter,92,-1,3,7,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0056,February,peak_winter,81,4,4,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0056,March,summer_shoulder,76,9,-3,-6,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0056,April,summer_shoulder,59,0,-3,-4,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0056,May,summer_shoulder,71,-11,0,6,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0056,June,monsoon,42,-13,-2,4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0056,July,monsoon,48,-3,-11,-1,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0056,August,monsoon,36,-4,-4,6,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0056,September,monsoon,30,-3,-7,25,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0056,October,post_monsoon,73,-6,-4,25,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0056,November,peak_winter,78,-11,6,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0056,December,peak_winter,97,7,-1,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0057,January,peak_winter,94,4,7,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0057,February,peak_winter,92,-3,4,14,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0057,March,summer_shoulder,57,14,1,6,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0057,April,summer_shoulder,77,2,-3,-5,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0057,May,summer_shoulder,55,1,-8,7,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0057,June,monsoon,28,0,1,10,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0057,July,monsoon,43,-10,9,3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0057,August,monsoon,38,0,-7,1,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0057,September,monsoon,39,11,-1,4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0057,October,post_monsoon,86,4,0,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0057,November,peak_winter,84,-3,2,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0057,December,peak_winter,91,4,-4,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0058,January,peak_winter,97,-4,-4,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0058,February,peak_winter,81,8,-7,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0058,March,summer_shoulder,66,-4,-6,-3,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0058,April,summer_shoulder,83,6,1,10,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0058,May,summer_shoulder,77,0,-9,-1,low,Indicative summer shoulder suitability for religious site POIs.,high
POI0058,June,monsoon,68,10,1,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0058,July,monsoon,79,-2,-14,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0058,August,monsoon,63,-3,-12,-6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0058,September,monsoon,82,-2,-5,-2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0058,October,post_monsoon,84,5,0,9,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0058,November,peak_winter,92,-6,0,-5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0058,December,peak_winter,88,4,-7,12,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0059,January,peak_winter,94,8,-8,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0059,February,peak_winter,93,3,9,18,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0059,March,summer_shoulder,67,14,-7,13,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0059,April,summer_shoulder,85,-7,-1,-13,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0059,May,summer_shoulder,68,3,-15,8,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0059,June,monsoon,78,7,-9,-2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0059,July,monsoon,74,-7,-5,5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0059,August,monsoon,76,-2,8,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0059,September,monsoon,62,-8,-4,14,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0059,October,post_monsoon,70,9,-3,9,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0059,November,peak_winter,92,-4,4,19,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0059,December,peak_winter,91,3,4,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0060,January,peak_winter,92,3,-8,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0060,February,peak_winter,97,17,-2,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0060,March,summer_shoulder,59,-7,-8,14,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0060,April,summer_shoulder,69,0,-17,9,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0060,May,summer_shoulder,78,12,-9,13,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0060,June,monsoon,44,14,-11,3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0060,July,monsoon,36,-6,-2,3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0060,August,monsoon,38,-1,-4,5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0060,September,monsoon,29,-4,-9,4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0060,October,post_monsoon,82,0,-3,7,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0060,November,peak_winter,81,-5,-2,-1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0060,December,peak_winter,96,13,0,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
